1,-6477.017296,-9566.89841,0,1
2,-6570.762272,-25806.91384,0,1
3,-170.164943,-25753.77091,0,1
4,-63.879078,-9585.815167,0,1
5,-6477.017296,-9566.89841,0,1
6,1422.560008,-9545.176454,0,2
7,1395.988542,-23243.54886,0,2
8,2011.82135,-23856.25561,0,2
9,7282.349846,-23879.70102,0,2
10,7895.056599,-23263.86821,0,2
11,7762.199267,-9676.470758,0,2
12,1422.560008,-9545.176454,0,2
13,9433.075591,-9696.790115,0,3
14,9434.638618,-19967.44336,0,3
15,19447.39234,-20003.39299,0,3
16,18297.00415,-12094.47419,0,3
17,16019.67318,-10318.87503,0,3
18,13806.42634,-9587.378195,0,3
19,9433.075591,-9696.790115,0,3
20,-8090.024935,-17776.0789,0,4
21,-19404.78051,-17841.72606,0,4
22,-19384.46115,-25827.2332,0,4
23,-8090.659484,-25786.59449,0,4
24,-8090.024935,-17776.0789,0,4
25,-19407.90656,-16613.1865,0,5
26,-11852.23196,-16655.38824,0,5
27,-11846.05393,-9541.383705,0,5
28,-19392.27629,-9542.050399,0,5
29,-19407.90656,-16613.1865,0,5
30,-14515.6307,-8000.905353,0,6
31,-8016.562646,-8021.224709,0,6
32,-7983.73907,8048.260306,0,6
33,-14471.65454,8081.379642,0,6
34,-14515.6307,-8000.905353,0,6
35,8054.471601,5853.640597,0,7
36,7763.748499,-5425.165343,0,7
37,6436.73821,-5354.829109,0,7
38,6303.710243,5832.822983,0,7
39,6303.710243,5832.822983,0,7
40,8054.471601,5853.640597,0,7
41,-12915.09061,9964.531936,0,8
42,-12843.19135,20333.65591,0,8
43,-12364.90496,20666.58075,0,8
44,-7899.335588,18331.41777,0,8
45,-7988.428152,9891.069647,0,8
46,-12915.09061,9964.531936,0,8
47,-6392.577145,10386.54934,0,9
48,-6383.198981,16357.31413,0,9
49,-5378.172343,17293.56756,0,9
50,-274.887781,15402.30437,0,9
51,194.020448,14592.65616,0,9
52,-2.921008,9911.389004,0,9
53,-6392.577145,10386.54934,0,9
54,1496.022298,9866.061208,0,10
55,1558.543395,14264.4204,0,10
56,1963.3675,14498.87451,0,10
57,8038.855123,11958.95494,0,10
58,7995.090355,9845.741851,0,10
59,1496.022298,9866.061208,0,10
60,-15964.55713,6185.131609,0,11
61,-15880.15365,11640.09734,0,11
62,-21192.88389,13764.25162,0,11
63,-22709.02049,10910.16353,0,11
64,-19289.11648,9125.186206,0,11
65,-20805.25308,6271.098117,0,11
66,-15964.55713,6185.131609,0,11
67,-23200.19869,5979.040221,0,12
68,-23195.04173,-7995.029571,0,12
69,-20928.73225,-7968.081777,0,12
70,-20924.04317,4673.684083,0,12
71,-23200.19869,5979.040221,0,12
72,19484.905,3879.666148,0,13
73,20546.20062,-2813.21731,0,13
74,23730.0875,-3579.100751,0,13
75,24486.59278,-1537.786927,0,13
76,24014.92472,4337.378547,0,13
77,19484.905,3879.666148,0,13
78,19284.83749,5255.130287,0,14
79,19084.76998,6630.594426,0,14
80,21754.42083,10003.60762,0,14
81,24013.32351,8676.267616,0,14
82,24014.47423,5558.101221,0,14
83,19284.83749,5255.130287,0,14
84,21405.86571,-7516.366849,0,15
85,20871.31033,-5048.346536,0,15
86,23168.96065,-5153.069374,0,15
87,24019.71975,-8655.943234,0,15
88,21405.86571,-7516.366849,0,15
89,14142.47724,12846.75452,0,17
90,10308.37095,18082.89641,0,17
91,8750.032604,22157.70892,0,17
92,9952.000698,22947.03778,0,17
93,15986.84961,17065.36555,0,17
94,17293.54054,15324.153,0,17
95,14142.47724,12846.75452,0,17
96,8439.25395,13475.87963,0,18
97,-6256.593759,19711.57099,0,18
98,-5492.273345,23509.72765,0,18
99,8798.486454,17599.92094,0,18
100,9429.615259,17354.67662,0,18
101,8439.25395,13475.87963,0,18
102,-7658.629364,20297.70628,0,19
103,-14582.84088,23240.88693,0,19
104,-13265.20876,26856.16938,0,19
105,-6906.81317,24181.82945,0,19
106,-7658.629364,20297.70628,0,19
