1
300,333,368,390,355,217,0,0,0,0,0,0,0,0,0,0,0,0,0,68,101,84,0,0,0,0,0,0,0,0,0,0,0,0,0,156,222,200,
298,342,379,410,376,235,0,0,0,0,0,0,0,0,0,0,0,0,0,55,149,116,0,0,0,0,0,0,0,0,0,0,0,0,0,163,217,204,
285,379,396,438,399,286,0,0,0,0,0,0,0,0,0,0,0,0,0,44,181,146,0,0,0,0,0,0,0,0,0,0,0,0,0,233,208,219,
265,372,442,503,443,365,0,0,0,0,0,0,0,0,0,0,0,0,0,103,191,189,0,0,0,0,0,0,0,0,0,0,0,0,0,234,269,290,
297,364,481,548,529,463,0,0,0,0,0,0,0,0,0,0,0,0,0,311,256,290,0,0,0,0,0,0,0,0,0,0,0,0,0,342,366,372,
291,340,510,608,610,612,604,581,575,564,549,540,527,523,511,492,475,467,455,332,278,350,448,418,392,371,320,255,251,272,331,361,359,398,448,403,394,378,
250,286,460,606,606,606,604,591,577,569,554,543,529,514,500,475,456,446,371,242,229,229,437,417,381,363,306,250,251,270,336,362,368,406,422,395,379,363,
147,172,270,591,589,589,588,577,568,559,545,531,516,496,477,446,422,409,100,100,100,100,408,395,359,339,275,242,244,258,326,358,369,383,387,360,340,333,
0,0,0,580,581,583,585,569,556,552,534,519,508,484,457,414,384,359,2,6,6,2,361,361,332,322,241,220,226,244,316,356,369,334,352,325,318,314,
0,0,0,565,566,567,565,553,544,537,527,512,505,495,473,424,380,356,2,7,7,2,362,366,366,358,245,230,230,234,299,332,339,257,302,293,291,291,
0,0,0,548,556,555,559,548,542,533,523,516,506,497,478,442,399,355,2,6,6,2,362,414,437,393,248,238,210,190,262,319,301,208,270,268,268,267,
0,0,0,547,552,554,553,546,535,532,522,513,506,496,480,441,419,414,290,298,340,384,519,505,481,415,113,113,114,116,222,321,238,151,245,245,246,249,
0,0,0,553,555,558,560,548,544,540,530,524,514,510,485,442,429,421,414,401,412,477,519,499,458,365,2,6,6,2,181,317,133,136,226,240,242,244,
0,0,0,555,559,561,561,551,544,541,531,524,520,513,490,441,434,430,420,408,397,466,517,482,457,390,2,7,7,2,201,319,0,0,0,230,233,240,
0,0,0,556,561,561,565,555,549,543,532,527,520,516,485,446,433,422,400,349,324,366,501,489,471,434,2,6,6,2,271,300,0,0,0,172,196,227,
0,0,0,555,560,563,561,552,544,540,532,526,521,515,478,436,419,392,253,248,238,230,473,472,469,469,279,282,287,287,342,320,0,0,0,162,176,193,
0,0,0,555,561,566,566,552,545,545,534,528,525,513,461,413,351,303,2,6,6,2,319,353,422,440,420,410,375,365,371,353,0,0,0,158,167,180,
0,0,0,559,564,567,567,558,550,547,536,528,519,507,421,348,301,282,2,7,7,2,321,330,350,385,406,399,405,432,407,385,0,0,0,156,163,175,
0,0,0,560,566,576,575,561,548,548,535,522,503,473,369,295,275,264,2,6,6,2,318,332,341,354,366,371,398,422,419,414,0,0,0,154,161,171,
0,0,0,561,566,572,568,563,546,537,523,499,473,454,249,247,243,239,109,146,170,206,332,341,343,349,356,363,381,397,405,411,0,0,0,153,160,168,
0,0,0,568,565,572,570,560,538,523,499,477,461,422,2,6,6,2,118,139,193,245,333,345,345,353,361,366,367,369,387,396,0,0,0,152,159,166,
0,0,0,563,570,572,565,548,525,505,486,467,443,406,2,7,7,2,116,132,167,255,334,346,353,353,365,375,366,365,369,377,0,0,0,152,158,164,
0,0,0,560,566,561,551,526,515,494,474,458,434,398,2,6,6,2,108,116,135,240,336,343,353,362,372,375,369,363,364,368,0,0,0,152,158,164,
0,0,0,546,551,549,543,521,506,494,472,450,431,394,2,2,2,2,89,93,108,132,328,341,355,369,376,371,365,366,357,359,0,0,0,152,158,163,
0,0,0,528,530,539,530,516,502,488,471,447,425,393,2,6,6,2,2,6,6,2,318,343,359,371,383,371,370,371,357,351,0,0,0,152,157,162,
0,0,0,511,516,523,524,503,498,488,477,449,420,392,2,7,7,2,2,7,7,2,313,341,364,380,389,375,371,375,364,355,0,0,0,152,158,163,
